id,name,job,location,email,cellPhone,workPhone
222,Thelma Lang,Web Developer,"Austin, TX",thelmalang@bleendot.com,+1 (818) 567-2442,+1 (868) 487-2239
223,Jenna Baker,Director,"Dallas, TX",jennabaker@bleendot.com,+1 (930) 516-3672,+1 (826) 533-2956
224,Allyson Bridges,Director,"Houston, TX",allysonbridges@bleendot.com,+1 (806) 486-3742,+1 (952) 522-2424
225,Kemp Buckley,Web Developer,"Austin, TX",kempbuckley@bleendot.com,+1 (872) 451-3756,+1 (896) 578-3789
226,Hawkins Guerrero,Web Developer,"Austin, TX",hawkinsguerrero@bleendot.com,+1 (832) 419-2917,+1 (927) 445-2286
227,Mccullough Mcgowan,Consultant,"Dallas, TX",mcculloughmcgowan@bleendot.com,+1 (932) 472-3976,+1 (860) 424-2401
228,Tiffany Howe,Consultant,"Austin, TX",tiffanyhowe@bleendot.com,+1 (938) 554-3171,+1 (956) 440-2480
229,Perry Oliver,Software Engineer,"Austin, TX",perryoliver@bleendot.com,+1 (850) 431-2704,+1 (915) 561-3358
230,Mollie Gray,Consultant,"Austin, TX",molliegray@bleendot.com,+1 (842) 489-3994,+1 (900) 506-3457
231,Lizzie Saunders,Consultant,"Austin, TX",lizziesaunders@bleendot.com,+1 (819) 506-3922,+1 (966) 538-3319
232,Rosanne Lawrence,Consultant,"Houston, TX",rosannelawrence@bleendot.com,+1 (996) 458-3271,+1 (907) 513-3995
233,Geneva Delacruz,Director,"Austin, TX",genevadelacruz@bleendot.com,+1 (800) 566-3047,+1 (892) 437-3096
234,Hall Whitney,Consultant,"Austin, TX",hallwhitney@bleendot.com,+1 (855) 593-2325,+1 (975) 557-2755
235,Rhea Hernandez,Software Engineer,"Houston, TX",rheahernandez@bleendot.com,+1 (977) 425-2146,+1 (831) 519-3964
236,Willa Gibbs,Graphic Designer,"Houston, TX",willagibbs@bleendot.com,+1 (983) 452-2030,+1 (979) 570-2602
237,Lang Conway,Software Engineer,"Houston, TX",langconway@bleendot.com,+1 (992) 494-3186,+1 (812) 418-3107
238,Boone Dalton,Consultant,"Austin, TX",boonedalton@bleendot.com,+1 (817) 400-3798,+1 (912) 449-2206
239,Howe Padilla,Graphic Designer,"Dallas, TX",howepadilla@bleendot.com,+1 (973) 509-2250,+1 (878) 504-2530
240,Casey Nash,Graphic Designer,"Dallas, TX",caseynash@bleendot.com,+1 (972) 429-2602,+1 (824) 497-3114
241,Sofia Sweeney,Web Developer,"Austin, TX",sofiasweeney@bleendot.com,+1 (971) 429-2287,+1 (967) 534-3341
242,Kelley Cameron,Software Engineer,"Dallas, TX",kelleycameron@bleendot.com,+1 (825) 573-3784,+1 (964) 514-3897
243,Simone Noble,Director,"Houston, TX",simonenoble@bleendot.com,+1 (870) 542-3880,+1 (870) 583-2284
244,Vaughn Hopkins,Consultant,"Dallas, TX",vaughnhopkins@bleendot.com,+1 (829) 419-3119,+1 (843) 552-2983
245,Salazar Swanson,Graphic Designer,"Dallas, TX",salazarswanson@bleendot.com,+1 (846) 590-2208,+1 (833) 556-2043
246,Deanne Morrow,Graphic Designer,"Houston, TX",deannemorrow@bleendot.com,+1 (870) 467-3624,+1 (852) 583-3580
247,Hunter Reid,Software Engineer,"Dallas, TX",hunterreid@bleendot.com,+1 (927) 529-3287,+1 (822) 441-3213
248,Brown Morgan,Director,"Houston, TX",brownmorgan@bleendot.com,+1 (969) 526-3483,+1 (845) 419-3592
249,Williams Romero,Web Developer,"Houston, TX",williamsromero@bleendot.com,+1 (916) 552-2301,+1 (955) 595-2367
250,Bridgette Harmon,Director,"Austin, TX",bridgetteharmon@bleendot.com,+1 (944) 405-2093,+1 (972) 497-3704
251,Daphne Burch,Web Developer,"Dallas, TX",daphneburch@bleendot.com,+1 (980) 506-2470,+1 (810) 499-2503
252,Ericka Tillman,Web Developer,"Houston, TX",erickatillman@bleendot.com,+1 (971) 531-2927,+1 (891) 552-3421
253,Mckee Clemons,Director,"Dallas, TX",mckeeclemons@bleendot.com,+1 (878) 450-2773,+1 (824) 475-2436
254,Owen Kim,Software Engineer,"Dallas, TX",owenkim@bleendot.com,+1 (951) 600-2472,+1 (996) 542-2586
255,Luella Ochoa,Consultant,"Austin, TX",luellaochoa@bleendot.com,+1 (982) 568-2101,+1 (877) 557-2337
256,Gomez Paul,Software Engineer,"Austin, TX",gomezpaul@bleendot.com,+1 (923) 412-3049,+1 (842) 579-3851
257,Davidson Silva,Consultant,"Dallas, TX",davidsonsilva@bleendot.com,+1 (899) 463-2587,+1 (843) 528-2171
258,Debbie Macias,Web Developer,"Dallas, TX",debbiemacias@bleendot.com,+1 (864) 567-3895,+1 (900) 481-3076
259,Farley Burris,Director,"Dallas, TX",farleyburris@bleendot.com,+1 (865) 550-2920,+1 (893) 487-2475
260,Aguirre Clark,Web Developer,"Dallas, TX",aguirreclark@bleendot.com,+1 (850) 576-3419,+1 (878) 493-2804
261,Fitzgerald Carlson,Director,"Dallas, TX",fitzgeraldcarlson@bleendot.com,+1 (926) 596-3885,+1 (919) 567-3994
262,Phyllis Mullen,Consultant,"Dallas, TX",phyllismullen@bleendot.com,+1 (902) 485-2787,+1 (820) 471-3345
263,Strong Goodman,Director,"Austin, TX",stronggoodman@bleendot.com,+1 (920) 464-3228,+1 (969) 419-2087
264,Candy Dawson,Graphic Designer,"Austin, TX",candydawson@bleendot.com,+1 (887) 411-2036,+1 (949) 557-3414
265,Annmarie Fisher,Director,"Austin, TX",annmariefisher@bleendot.com,+1 (873) 477-3983,+1 (802) 517-3555
266,Mullins Ramirez,Director,"Houston, TX",mullinsramirez@bleendot.com,+1 (863) 478-3477,+1 (859) 483-3632
267,Patterson Calhoun,Consultant,"Dallas, TX",pattersoncalhoun@bleendot.com,+1 (803) 475-2705,+1 (996) 515-2966
268,Zimmerman Dorsey,Web Developer,"Dallas, TX",zimmermandorsey@bleendot.com,+1 (872) 560-2529,+1 (992) 542-3524
269,Ortiz Sanford,Software Engineer,"Houston, TX",ortizsanford@bleendot.com,+1 (869) 495-2721,+1 (840) 476-3783
270,Brenda Willis,Web Developer,"Dallas, TX",brendawillis@bleendot.com,+1 (968) 418-3274,+1 (813) 537-2763
271,Henry Greer,Web Developer,"Houston, TX",henrygreer@bleendot.com,+1 (857) 483-2248,+1 (925) 506-3547
272,Jillian Allen,Consultant,"Austin, TX",jillianallen@bleendot.com,+1 (942) 511-3215,+1 (868) 501-2646
273,Richardson Melton,Software Engineer,"Austin, TX",richardsonmelton@bleendot.com,+1 (913) 456-3779,+1 (855) 482-3655
274,Avis Rocha,Consultant,"Dallas, TX",avisrocha@bleendot.com,+1 (937) 471-2347,+1 (920) 548-3517
275,Vargas Robinson,Graphic Designer,"Dallas, TX",vargasrobinson@bleendot.com,+1 (970) 535-3522,+1 (924) 411-3501
276,Mccoy Goodwin,Consultant,"Dallas, TX",mccoygoodwin@bleendot.com,+1 (886) 505-3011,+1 (916) 425-3949
277,Shannon Burton,Director,"Dallas, TX",shannonburton@bleendot.com,+1 (836) 572-2519,+1 (839) 461-3450
278,Graham Horton,Graphic Designer,"Houston, TX",grahamhorton@bleendot.com,+1 (945) 517-2367,+1 (853) 439-3886
279,Rene Reynolds,Software Engineer,"Austin, TX",renereynolds@bleendot.com,+1 (938) 496-2989,+1 (805) 450-3465
280,Freda Donaldson,Graphic Designer,"Dallas, TX",fredadonaldson@bleendot.com,+1 (995) 457-2515,+1 (856) 552-3269
281,Klein Salas,Consultant,"Dallas, TX",kleinsalas@bleendot.com,+1 (966) 541-3180,+1 (872) 591-3977
282,William Pickett,Web Developer,"Dallas, TX",williampickett@bleendot.com,+1 (943) 428-2914,+1 (999) 467-2016
283,Beulah Miller,Director,"Houston, TX",beulahmiller@bleendot.com,+1 (907) 484-3028,+1 (952) 508-3937
284,Chelsea Rodgers,Consultant,"Dallas, TX",chelsearodgers@bleendot.com,+1 (966) 574-2504,+1 (872) 456-3483
285,Ina Barron,Graphic Designer,"Austin, TX",inabarron@bleendot.com,+1 (828) 565-2687,+1 (999) 483-3492
286,Deborah Mosley,Web Developer,"Dallas, TX",deborahmosley@bleendot.com,+1 (882) 434-3252,+1 (811) 403-2177
287,Sharlene Cantrell,Graphic Designer,"Dallas, TX",sharlenecantrell@bleendot.com,+1 (832) 460-2999,+1 (945) 428-2626
288,Alexandria Davidson,Software Engineer,"Dallas, TX",alexandriadavidson@bleendot.com,+1 (986) 516-3187,+1 (816) 468-3795
289,Elnora Bennett,Graphic Designer,"Dallas, TX",elnorabennett@bleendot.com,+1 (878) 533-2782,+1 (868) 543-3820
290,Blackburn Glenn,Web Developer,"Houston, TX",blackburnglenn@bleendot.com,+1 (921) 592-2534,+1 (829) 451-2970
291,Brennan Schultz,Web Developer,"Austin, TX",brennanschultz@bleendot.com,+1 (859) 489-3694,+1 (844) 528-2540
292,Carlson Tucker,Consultant,"Austin, TX",carlsontucker@bleendot.com,+1 (939) 497-2852,+1 (881) 582-2475
293,Roslyn Curtis,Graphic Designer,"Dallas, TX",roslyncurtis@bleendot.com,+1 (999) 538-2219,+1 (800) 525-3063
294,Dee Barr,Graphic Designer,"Houston, TX",deebarr@bleendot.com,+1 (963) 493-3428,+1 (846) 451-2454
295,Levy West,Director,"Austin, TX",levywest@bleendot.com,+1 (877) 581-3699,+1 (898) 570-3663
296,Lee Taylor,Software Engineer,"Austin, TX",leetaylor@bleendot.com,+1 (928) 504-2861,+1 (910) 481-3234
297,Gale Black,Software Engineer,"Dallas, TX",galeblack@bleendot.com,+1 (846) 440-3465,+1 (933) 567-2570
298,Brittney Cox,Director,"Houston, TX",brittneycox@bleendot.com,+1 (889) 583-2383,+1 (846) 403-3770
299,Trudy Parker,Graphic Designer,"Houston, TX",trudyparker@bleendot.com,+1 (890) 595-2019,+1 (989) 597-3856
300,Leonor Wynn,Software Engineer,"Austin, TX",leonorwynn@bleendot.com,+1 (994) 539-3924,+1 (980) 507-2592
301,Weiss Trujillo,Director,"Dallas, TX",weisstrujillo@bleendot.com,+1 (822) 491-3969,+1 (977) 518-2137
302,Katina Robbins,Director,"Dallas, TX",katinarobbins@bleendot.com,+1 (935) 405-2202,+1 (898) 440-3230
303,Letitia Alvarado,Consultant,"Austin, TX",letitiaalvarado@bleendot.com,+1 (948) 527-3229,+1 (915) 583-3881
304,Rebecca Guzman,Director,"Houston, TX",rebeccaguzman@bleendot.com,+1 (940) 429-3440,+1 (943) 501-3640
305,Pittman Griffith,Graphic Designer,"Austin, TX",pittmangriffith@bleendot.com,+1 (912) 572-2650,+1 (916) 446-3245
306,Barrett Barton,Consultant,"Houston, TX",barrettbarton@bleendot.com,+1 (891) 402-2524,+1 (829) 506-2039
307,Rollins Michael,Web Developer,"Houston, TX",rollinsmichael@bleendot.com,+1 (933) 451-3835,+1 (955) 489-3752
308,Witt Daugherty,Software Engineer,"Houston, TX",wittdaugherty@bleendot.com,+1 (882) 591-2697,+1 (989) 554-2531
309,Elinor Holloway,Software Engineer,"Houston, TX",elinorholloway@bleendot.com,+1 (999) 495-2091,+1 (911) 444-2898
310,Livingston Everett,Software Engineer,"Dallas, TX",livingstoneverett@bleendot.com,+1 (872) 486-2765,+1 (981) 510-3727
311,Margaret Cross,Web Developer,"Houston, TX",margaretcross@bleendot.com,+1 (994) 499-2601,+1 (806) 534-3182
312,Sweet Montgomery,Consultant,"Austin, TX",sweetmontgomery@bleendot.com,+1 (992) 499-2928,+1 (936) 457-2559
313,Lynnette Jensen,Web Developer,"Houston, TX",lynnettejensen@bleendot.com,+1 (823) 470-3621,+1 (984) 400-2778
314,Ruthie Riggs,Graphic Designer,"Houston, TX",ruthieriggs@bleendot.com,+1 (866) 421-3463,+1 (903) 499-2326
315,Maldonado Adams,Director,"Austin, TX",maldonadoadams@bleendot.com,+1 (953) 497-2584,+1 (984) 459-3462
316,Shanna Reyes,Consultant,"Houston, TX",shannareyes@bleendot.com,+1 (869) 535-2243,+1 (998) 498-3216
317,Fitzpatrick Trevino,Web Developer,"Dallas, TX",fitzpatricktrevino@bleendot.com,+1 (999) 511-3501,+1 (994) 400-2633
318,Justine Lara,Director,"Houston, TX",justinelara@bleendot.com,+1 (821) 487-3979,+1 (821) 539-2741
319,Lilly Gonzales,Consultant,"Dallas, TX",lillygonzales@bleendot.com,+1 (848) 503-2133,+1 (924) 514-3814
320,Ayala Mcpherson,Consultant,"Dallas, TX",ayalamcpherson@bleendot.com,+1 (815) 520-2187,+1 (861) 463-3871
321,Stein Brock,Graphic Designer,"Houston, TX",steinbrock@bleendot.com,+1 (857) 505-2228,+1 (903) 594-2826
322,Taylor Manning,Software Engineer,"Austin, TX",taylormanning@bleendot.com,+1 (952) 581-2862,+1 (828) 477-2163
323,Claire Chaney,Director,"Dallas, TX",clairechaney@bleendot.com,+1 (843) 533-3118,+1 (821) 530-3392
324,Amalia Hess,Web Developer,"Dallas, TX",amaliahess@bleendot.com,+1 (999) 442-3318,+1 (869) 563-2338
325,Rosalyn Moss,Web Developer,"Dallas, TX",rosalynmoss@bleendot.com,+1 (895) 409-2834,+1 (932) 578-3740
326,Ryan Oneal,Graphic Designer,"Houston, TX",ryanoneal@bleendot.com,+1 (815) 438-3921,+1 (812) 491-2151
327,Edwards Wiggins,Web Developer,"Dallas, TX",edwardswiggins@bleendot.com,+1 (828) 591-2937,+1 (923) 517-3892
328,Kayla Garcia,Consultant,"Austin, TX",kaylagarcia@bleendot.com,+1 (916) 524-3154,+1 (831) 463-3449
329,Dalton Kelley,Web Developer,"Austin, TX",daltonkelley@bleendot.com,+1 (910) 590-3382,+1 (950) 580-3334
330,Madeline Dejesus,Web Developer,"Houston, TX",madelinedejesus@bleendot.com,+1 (914) 590-3792,+1 (877) 589-3638
331,Erma Stout,Web Developer,"Houston, TX",ermastout@bleendot.com,+1 (999) 521-3312,+1 (895) 485-2675
332,Edna Barnett,Graphic Designer,"Austin, TX",ednabarnett@bleendot.com,+1 (802) 484-3604,+1 (940) 409-2903
333,Deirdre Craig,Software Engineer,"Austin, TX",deirdrecraig@bleendot.com,+1 (816) 584-2888,+1 (936) 566-2254
334,Hickman Cummings,Graphic Designer,"Houston, TX",hickmancummings@bleendot.com,+1 (819) 575-3521,+1 (909) 568-3163
335,Hannah Stanton,Director,"Austin, TX",hannahstanton@bleendot.com,+1 (958) 400-3375,+1 (928) 492-3960
336,Judy Schneider,Consultant,"Dallas, TX",judyschneider@bleendot.com,+1 (900) 543-3888,+1 (812) 454-2586
337,Morgan Ford,Web Developer,"Dallas, TX",morganford@bleendot.com,+1 (927) 467-2893,+1 (997) 461-2604
338,Rosario Mcintyre,Consultant,"Dallas, TX",rosariomcintyre@bleendot.com,+1 (843) 402-3163,+1 (828) 541-2394
339,Knapp Thompson,Consultant,"Austin, TX",knappthompson@bleendot.com,+1 (950) 406-2616,+1 (882) 417-3863
340,Prince Vincent,Web Developer,"Austin, TX",princevincent@bleendot.com,+1 (954) 497-3134,+1 (897) 460-2264
341,Raquel Maxwell,Graphic Designer,"Dallas, TX",raquelmaxwell@bleendot.com,+1 (948) 545-2529,+1 (801) 404-2144
342,Ophelia Miranda,Director,"Austin, TX",opheliamiranda@bleendot.com,+1 (874) 471-2214,+1 (930) 536-2395
343,Tracy Dominguez,Graphic Designer,"Austin, TX",tracydominguez@bleendot.com,+1 (819) 547-3703,+1 (813) 594-2783
344,Stacy Moon,Graphic Designer,"Austin, TX",stacymoon@bleendot.com,+1 (939) 533-3292,+1 (936) 432-2428
345,Luz Griffin,Software Engineer,"Dallas, TX",luzgriffin@bleendot.com,+1 (904) 464-2492,+1 (913) 566-3127
346,Katheryn Osborne,Software Engineer,"Austin, TX",katherynosborne@bleendot.com,+1 (895) 425-3734,+1 (994) 515-2309
347,Mills Hunt,Consultant,"Houston, TX",millshunt@bleendot.com,+1 (932) 530-3620,+1 (807) 454-2561
348,Hansen Malone,Director,"Austin, TX",hansenmalone@bleendot.com,+1 (948) 575-2572,+1 (903) 551-3754
349,Faye Bass,Graphic Designer,"Austin, TX",fayebass@bleendot.com,+1 (908) 442-3035,+1 (896) 541-2844
350,Leanne Reese,Graphic Designer,"Austin, TX",leannereese@bleendot.com,+1 (947) 460-2232,+1 (963) 492-2661
351,Maricela Hines,Consultant,"Dallas, TX",maricelahines@bleendot.com,+1 (802) 569-2601,+1 (849) 452-2240
352,Young Sampson,Web Developer,"Houston, TX",youngsampson@bleendot.com,+1 (945) 414-3086,+1 (979) 593-2977
353,Soto Joyner,Director,"Houston, TX",sotojoyner@bleendot.com,+1 (857) 451-2734,+1 (970) 533-2842
354,House Newman,Software Engineer,"Houston, TX",housenewman@bleendot.com,+1 (849) 441-3397,+1 (867) 522-3677
355,Tisha Mcknight,Software Engineer,"Houston, TX",tishamcknight@bleendot.com,+1 (832) 541-3374,+1 (811) 496-3646
356,Lana Riley,Director,"Austin, TX",lanariley@bleendot.com,+1 (875) 506-2850,+1 (999) 546-2856
357,Hallie Ballard,Software Engineer,"Houston, TX",hallieballard@bleendot.com,+1 (928) 530-2879,+1 (963) 514-3612
358,Schroeder Mclaughlin,Software Engineer,"Austin, TX",schroedermclaughlin@bleendot.com,+1 (897) 427-2602,+1 (981) 502-2013
359,Pugh Mccormick,Web Developer,"Dallas, TX",pughmccormick@bleendot.com,+1 (854) 474-3747,+1 (824) 483-3756
360,Diane Carney,Software Engineer,"Houston, TX",dianecarney@bleendot.com,+1 (971) 528-2353,+1 (945) 555-2378
361,Katrina Reeves,Graphic Designer,"Austin, TX",katrinareeves@bleendot.com,+1 (987) 435-2376,+1 (914) 592-2943
362,Mack Henson,Graphic Designer,"Austin, TX",mackhenson@bleendot.com,+1 (974) 518-2228,+1 (943) 576-3685
363,Foreman Weber,Graphic Designer,"Houston, TX",foremanweber@bleendot.com,+1 (978) 470-3954,+1 (958) 474-2784
364,Alexandra Raymond,Software Engineer,"Houston, TX",alexandraraymond@bleendot.com,+1 (856) 537-2056,+1 (910) 499-3205
365,Melissa Dickerson,Software Engineer,"Dallas, TX",melissadickerson@bleendot.com,+1 (847) 487-3172,+1 (801) 570-2850
366,Lupe Rosario,Graphic Designer,"Dallas, TX",luperosario@bleendot.com,+1 (966) 550-2346,+1 (827) 571-2386
367,Tillman Espinoza,Software Engineer,"Austin, TX",tillmanespinoza@bleendot.com,+1 (947) 557-3622,+1 (835) 485-2927
368,Nora Chase,Software Engineer,"Dallas, TX",norachase@bleendot.com,+1 (873) 430-3437,+1 (911) 558-3668
369,Alisha Sargent,Graphic Designer,"Houston, TX",alishasargent@bleendot.com,+1 (912) 534-3564,+1 (833) 558-2062
370,Long Fuller,Director,"Dallas, TX",longfuller@bleendot.com,+1 (934) 592-2956,+1 (832) 538-3495
371,Vilma Atkins,Graphic Designer,"Austin, TX",vilmaatkins@bleendot.com,+1 (919) 439-3778,+1 (954) 572-2468
372,Ada Hoffman,Software Engineer,"Dallas, TX",adahoffman@bleendot.com,+1 (907) 584-2130,+1 (911) 454-3915
373,Frances Oconnor,Software Engineer,"Dallas, TX",francesoconnor@bleendot.com,+1 (856) 474-3447,+1 (907) 518-3453
374,Ethel Phillips,Director,"Dallas, TX",ethelphillips@bleendot.com,+1 (848) 481-2318,+1 (802) 524-3738
375,Bridget Velazquez,Director,"Austin, TX",bridgetvelazquez@bleendot.com,+1 (853) 400-3877,+1 (939) 504-3651
376,Moss Garrison,Director,"Dallas, TX",mossgarrison@bleendot.com,+1 (930) 435-2083,+1 (907) 500-3958
377,Monique Bauer,Graphic Designer,"Dallas, TX",moniquebauer@bleendot.com,+1 (962) 465-2059,+1 (815) 533-3633
378,Patel Brady,Software Engineer,"Dallas, TX",patelbrady@bleendot.com,+1 (960) 427-3314,+1 (927) 443-2898
379,Merrill Frost,Consultant,"Dallas, TX",merrillfrost@bleendot.com,+1 (823) 558-3818,+1 (905) 508-3189
380,Wall Holden,Web Developer,"Houston, TX",wallholden@bleendot.com,+1 (903) 538-3433,+1 (948) 522-3773
381,Dixie Wilkinson,Graphic Designer,"Austin, TX",dixiewilkinson@bleendot.com,+1 (956) 600-2484,+1 (819) 458-3474
382,Pope Nicholson,Director,"Houston, TX",popenicholson@bleendot.com,+1 (803) 440-3608,+1 (843) 415-2393
383,Reva Faulkner,Software Engineer,"Dallas, TX",revafaulkner@bleendot.com,+1 (867) 446-2995,+1 (944) 581-3500
384,Lacy Walls,Graphic Designer,"Houston, TX",lacywalls@bleendot.com,+1 (985) 590-3152,+1 (824) 416-2746
385,Jimmie Foley,Web Developer,"Houston, TX",jimmiefoley@bleendot.com,+1 (931) 477-2837,+1 (812) 536-3438
386,Doris Estes,Director,"Dallas, TX",dorisestes@bleendot.com,+1 (874) 550-3767,+1 (827) 539-2985
387,Hartman Shields,Software Engineer,"Dallas, TX",hartmanshields@bleendot.com,+1 (868) 539-3086,+1 (939) 432-2478
388,Myrtle Bruce,Consultant,"Austin, TX",myrtlebruce@bleendot.com,+1 (833) 599-3609,+1 (928) 446-3664
389,Thompson Ayala,Consultant,"Austin, TX",thompsonayala@bleendot.com,+1 (912) 406-2812,+1 (869) 457-2030
390,Gracie Morton,Consultant,"Austin, TX",graciemorton@bleendot.com,+1 (857) 542-3265,+1 (800) 484-3079
391,Alice Mason,Director,"Houston, TX",alicemason@bleendot.com,+1 (856) 559-3302,+1 (871) 484-2122
392,Hopper Briggs,Director,"Houston, TX",hopperbriggs@bleendot.com,+1 (892) 433-2039,+1 (876) 514-2259
393,Hull Myers,Director,"Houston, TX",hullmyers@bleendot.com,+1 (958) 485-3642,+1 (870) 514-3910
394,Rosa Leonard,Graphic Designer,"Austin, TX",rosaleonard@bleendot.com,+1 (845) 437-2376,+1 (943) 545-2634
395,Janna Calderon,Consultant,"Dallas, TX",jannacalderon@bleendot.com,+1 (990) 478-3197,+1 (827) 537-2282
396,Pamela Mclean,Software Engineer,"Dallas, TX",pamelamclean@bleendot.com,+1 (897) 441-3087,+1 (948) 466-3484
397,Mckinney Olson,Director,"Austin, TX",mckinneyolson@bleendot.com,+1 (870) 537-3792,+1 (876) 517-3461
398,Santiago Shepard,Consultant,"Houston, TX",santiagoshepard@bleendot.com,+1 (964) 555-2479,+1 (936) 465-2675
399,Tina Middleton,Director,"Dallas, TX",tinamiddleton@bleendot.com,+1 (896) 518-3907,+1 (825) 489-3636
400,Patsy Williams,Consultant,"Austin, TX",patsywilliams@bleendot.com,+1 (880) 518-2112,+1 (991) 512-3191
401,Alma Moore,Consultant,"Austin, TX",almamoore@bleendot.com,+1 (822) 600-2967,+1 (910) 423-2988
402,Eloise Armstrong,Graphic Designer,"Austin, TX",eloisearmstrong@bleendot.com,+1 (818) 547-2054,+1 (846) 404-3851
403,Whitaker Bowers,Consultant,"Austin, TX",whitakerbowers@bleendot.com,+1 (917) 468-2966,+1 (862) 532-2517
404,Tammy Weeks,Director,"Dallas, TX",tammyweeks@bleendot.com,+1 (888) 559-2048,+1 (965) 472-2981
405,Bates Carr,Software Engineer,"Houston, TX",batescarr@bleendot.com,+1 (919) 498-2032,+1 (872) 425-2464
406,Fay Hardin,Graphic Designer,"Houston, TX",fayhardin@bleendot.com,+1 (882) 566-2118,+1 (905) 594-2107
407,Snow Joyce,Director,"Austin, TX",snowjoyce@bleendot.com,+1 (971) 473-2462,+1 (908) 568-3741
408,Cannon Rios,Web Developer,"Houston, TX",cannonrios@bleendot.com,+1 (821) 487-2974,+1 (910) 500-3046
409,Margo Fox,Consultant,"Houston, TX",margofox@bleendot.com,+1 (812) 527-2624,+1 (917) 403-3886
410,Marcia Bean,Web Developer,"Houston, TX",marciabean@bleendot.com,+1 (894) 476-2097,+1 (812) 558-3236
411,Mercer Delgado,Graphic Designer,"Houston, TX",mercerdelgado@bleendot.com,+1 (813) 540-3556,+1 (851) 408-3085
412,Alston Lambert,Software Engineer,"Dallas, TX",alstonlambert@bleendot.com,+1 (899) 458-3617,+1 (945) 442-3499
413,Short David,Consultant,"Houston, TX",shortdavid@bleendot.com,+1 (884) 411-3255,+1 (883) 529-3893
414,Kirkland Pope,Web Developer,"Houston, TX",kirklandpope@bleendot.com,+1 (830) 471-2220,+1 (966) 413-2466
415,Burton Battle,Graphic Designer,"Austin, TX",burtonbattle@bleendot.com,+1 (846) 441-3241,+1 (816) 431-2472
416,Elvia Payne,Web Developer,"Austin, TX",elviapayne@bleendot.com,+1 (929) 527-3744,+1 (857) 511-3711
417,Singleton Walter,Web Developer,"Austin, TX",singletonwalter@bleendot.com,+1 (977) 542-3844,+1 (858) 410-3286
418,Yvette Hooper,Web Developer,"Houston, TX",yvettehooper@bleendot.com,+1 (828) 543-3892,+1 (805) 461-3444
